MTNS,Mountains
NCK,Neck
ORCH,Orchard
OVAL,Oval
PARK,Park
PKY,Parkway
PKYS,Parkways
PASS,Pass
PSGE,Passage
PATH,Path
PIKE,Pike
PNE,Pine
PNES,Pines
PL,Place
PLZ,Plaza
PT,Point
PTS,Points
PRT,Port
PRTS,Ports
PR,Prairie
RADL,Radial
RAMP,Ramp
RNCH,Ranch
RPD,Rapid
RPDS,Rapids
RST,Rest
RDG,Ridge
RDGS,Ridges
RIV,River
RD,Road
RDS,Roads
RT,Route
ROW,Row
RUE,Rue
RUN,Run
SHL,Shoal
SHLS,Shoals
SHR,Shore
SHRS,Shores
SKWY,Skyway
SPG,Spring
SPGS,Springs
SPUR,Spur
SPRS,Spurs
SQ,Square
SQS,Squares
STA,Station
STRA,Stravenue
STRM,Stream
ST,Street
STS,Streets
SMT,Summit
TER,Terrace
TRWY,Throughway
TRCE,Trace
TRAK,Track
TRFY,Trafficway
TRL,Trail
TRLR,Trailer
TUNL,Tunnel
TPKE,Turnpike
UPAS,Underpass
UN,Union
UNS,Unions
VLY,Valley
VLYS,Valleys
VIA,Viaduct
VW,View
VWS,Views
VLG,Village
VLGS,Villages
VL,Ville
VIS,Vista
WALK,Walk
WALK,Walks
WALL,Wall
WAY,Way
WL,Well
WLS,Wells
,
,"STATE, U. S. TERRITORY ABBREVIATIONS"
AL,Alabama
AK,Alaska
AZ,Arizona
AR,Arkansas
CA,California
CO,Colorado
CT,Connecticut
DE,Delaware
DC,District of Columbia
FL,Florida
GA,Georgia
HI,Hawaii
ID,Idaho
IL,Illinois
IN,Indiana
IA,Iowa
KS,Kansas
KY,Kentucky
LA,Louisiana
ME,Maine
MD,Maryland
MA,Massachusetts
MI,Michigan
MN,Minnesota
MS,Mississippi
MO,Missouri
MT,Montana
NE,Nebraska
NV,Nevada
NH,New Hampshire
NJ,New Jersey
NM,New Mexico
NY,New York
NC,North Carolina
ND,North Dakota
OH,Ohio
OK,Oklahoma
OR,Oregon
PA,Pennsylvania
RI,Rhode Island
SC,South Carolina
SD,South Dakota
TN,Tennessee
TX,Texas
UT,Utah
VT,Vermont
VA,Virginia
WA,Washington
WV,West Virginia
WI,Wisconsin
WY,Wyoming
AS,American Samoa
CZ,Canal Zone
DD,Department of Defense
GU,Guam
FM,Federated States of Micronesia
MH,Marshall Islands
MP,Northern Mariana Islands
PW,Palau
PR,Puerto Rico
UM,US Minor Outlying Islands
NA,Native American Tribal Authority
VI,Virgin Islands
OO,Other
,
,INCIDENT TYPE
1,Fire
10,"Fire, other"
100,"Fire, other"
11,Structure Fire
110,"Structure fire, other (conversion only)"
111,Building fire
112,Fires in structure other than in a building
113,"Cooking fire, confined to container"
114,"Chimney or flue fire, confined to chimney or flue"
115,"Incinerator overload or malfunction, fire confined"
116,"Fuel burner/boiler malfunction, fire confined"
117,"Commercial Compactor fire, confined to rubbish"
118,"Trash or rubbish fire, contained"
12,Fire in mobile property used as a fixed structure
120,"Fire in mobile prop. used as a fixed struc., other"
121,Fire in mobile home used as fixed residence
122,"Fire in motor home, camper, recreational vehicle"
123,"Fire in portable building, fixed location"
13,Mobile property (vehicle) fire
130,"Mobile property (vehicle) fire, other"
131,Passenger vehicle fire
132,Road freight or transport vehicle fire
133,Rail vehicle fire
134,Water vehicle fire
135,Aircraft fire
136,Self-propelled motor home or recreational vehicle
137,Camper or recreational vehicle (RV) fire
138,Off-road vehicle or heavy equipment fire
14,Natural vegetation fire
140,"Natural vegetation fire, other"
141,"Forest, woods or wildland fire"
142,Brush or brush-and-grass mixture fire
143,Grass fire
15,Outside rubbish fire
150,"Outside rubbish fire, other"
151,"Outside rubbish, trash or waste fire"
152,Garbage dump or sanitary landfill fire
153,Construction or demolition landfill fire
154,Dumpster or other outside trash receptacle fire
155,Outside stationary compactor/compacted trash fire
16,Special outside fire
160,"Special outside fire, other"
161,Outside storage fire
162,Outside equipment fire
163,Outside gas or vapor combustion explosion
164,Outside mailbox fire
17,"Cultivated vegetation, crop fire"
170,"Cultivated vegetation, crop fire, other"
171,Cultivated grain or crop fire
172,Cultivated orchard or vineyard fire
173,Cultivated trees or nursery stock fire
,
2,"Overpressure Rupture, Explosion, Overheat(no fire)"
20,"Overpressure rupture, explosion, overheat, other"
200,"Overpressure rupture, explosion, overheat other"
21,Overpressure rupture from steam (no ensuing fire)
210,"Overpressure rupture from steam, other"
211,Overpressure rupture of steam pipe or pipeline
212,Overpressure rupture of steam boiler
213,Steam rupture of pressure or process vessel
22,Overpressure rupture from air or gas (no fire)
220,"Overpressure rupture from air or gas, other"
221,Overpressure rupture of air or gas pipe/pipeline
222,Overpressure rupture of boiler from air or gas
223,Air or gas rupture of pressure or process vessel
23,"Overpressure rupture, chemical reaction (no fire)"
231,Chemical reaction rupture of process vessel
24,Explosion (no fire)
240,"Explosion (no fire), other"
241,Munitions or bomb explosion (no fire)
242,Blasting agent explosion (no fire)
243,Fireworks explosion (no fire)
244,Dust explosion (no fire)
25,"Excessive heat, scorch burns with no ignition"
251,"Excessive heat, scorch burns with no ignition"
3,Rescue & Emergency Medical Service Incident
30,"Rescue, emergency medical call (EMS), other"
300,"Rescue, EMS incident, other"
31,Medical assist
311,"Medical assist, assist EMS crew"
32,Emergency medical service (EMS) incident
320,"Emergency medical service incident, other"
321,"EMS call, excluding vehicle accident with injury"
322,Motor vehicle accident with injuries
323,Motor vehicle/pedestrian accident (MV Ped)
324,Motor vehicle accident with no injuries.
33,Lock-In
331,"Lock-in (if lock out , use 511 )"
34,Search for lost person
340,"Search for lost person, other"
341,Search for person on land
342,Search for person in water
343,Search for person underground
35,"Extrication, rescue"
350,"Extrication, rescue, other"
351,Extrication of victim(s) from building/structure
352,Extrication of victim(s) from vehicle
353,Removal of victim(s) from stalled elevator
354,Trench/below-grade rescue
355,Confined space rescue
356,High-angle rescue
357,Extrication of victim(s) from machinery
36,Water or ice-related rescue
360,"Water & ice-related rescue, other"
361,Swimming/recreational water areas rescue
362,Ice rescue
363,Swift water rescue
364,Surf rescue
365,Watercraft rescue
37,Electrical rescue
370,"Electrical rescue, other"
371,Electrocution or potential electrocution
372,Trapped by power lines
38,Rescue or EMS standby
381,Rescue or EMS standby
4,Hazardous Condition (No Fire)
40,"Flammable gas or liquid condition, other"
400,"Hazardous condition, other"
41,Combustible/flammable spills & leaks
410,"Combustible/flammable gas/liquid condition, other"
411,Gasoline or other flammable liquid spill
412,Gas leak (natural gas or LPG)
413,Oil or other combustible liquid spill
42,"Chemical release, reaction, or toxic condition"
420,"Toxic condition, other"
421,Chemical hazard (no spill or leak)
422,Chemical spill or leak
423,Refrigeration leak
424,Carbon monoxide incident
43,Radioactive condition
430,"Radioactive condition, other"
431,"Radiation leak, radioactive material"
44,Electrical wiring/equipment problem
440,"Electrical  wiring/equipment problem, other"
441,"Heat from short circuit (wiring), defective/worn"
442,Overheated motor
443,Breakdown of light ballast
444,Power line down
445,"Arcing, shorted electrical equipment"
45,Biological hazard
451,"Biological hazard, confirmed or suspected"
46,"Accident, potential accident"
460,"Accident, potential accident, other"
461,Building or structure weakened or collapsed
462,Aircraft standby
463,"Vehicle accident, general cleanup"
47,"Explosive, bomb removal"
471,"Explosive, bomb removal (for bomb scare, use 721)"
48,"Attempted burning, illegal action"
480,"Attempted burning, illegal action, other"
481,Attempt to burn
482,Threat to burn
5,Service Call
50,"Service call, other"
500,"Service Call, other"
51,Person in distress
510,"Person in distress, other"
511,Lock-out
512,Ring or jewelry removal
52,Water problem
520,"Water problem, other"
521,Water evacuation
522,Water or steam leak
53,"Smoke, odor problem"
531,Smoke or odor removal
54,Animal problem or rescue
540,"Animal problem, other"
541,Animal problem
542,Animal rescue
55,Public service assistance
550,"Public service assistance, other"
551,Assist police or other governmental agency
552,Police matter
553,Public service
554,Assist invalid
555,"Defective elevator, no occupants"
56,Unauthorized burning
561,Unauthorized burning
57,"Cover assignment, standby at fire station, move-up"
571,"Cover assignment, standby, moveup"
6,Good Intent Call
60,"Good intent call, other"
600,"Good intent call, other"
61,Dispatched and canceled en route
611,Dispatched & canceled en route
62,"Wrong location, no emergency found"
621,Wrong location
622,No incident found on arrival at dispatch address
63,Controlled burning
631,Authorized controlled burning
632,Prescribed fire
64,Vicinity alarm
641,Vicinity alarm (incident in other location)
65,"Steam, other gas mistaken for smoke"
650,"Steam, other gas mistaken for smoke, other"
651,"Smoke scare, odor of smoke"
652,"Steam, vapor, fog or dust thought to be smoke"
653,"Smoke from barbecue, tar kettle"
66,EMS call where  party has been transported
661,"EMS call, party transported by non-fire agency"
67,HazMat release investigation w/no HazMat
671,HazMat release investigation w/no HazMat
672,"Biological hazard investigation, none found"
7,False Alarm & False Call
70,"False alarm and false call, other"
700,"False alarm or false call, other"
71,"Malicious, mischievous false alarm"
710,"Malicious, mischievous false call, other"
711,"Municipal alarm system, malicious false alarm"
712,"Direct tie to FD, malicious false alarm"
713,"Telephone, malicious false alarm"
714,"Central station, malicious false alarm"
715,"Local alarm system, malicious false alarm"
72,Bomb scare
721,Bomb scare - no bomb
73,System or detector malfunction
730,"System malfunction, other"
731,Sprinkler activation due to malfunction
732,Extinguishing system activation due to malfunction
733,Smoke detector activation due to malfunction
734,Heat detector activation due to malfunction
735,Alarm system sounded due to malfunction
736,CO detector activation due to malfunction
74,Unintentional system/detector operation (no fire)
740,"Unintentional transmission of alarm, other"
741,"Sprinkler activation, no fire - unintentional"
742,Extinguishing system activation
743,"Smoke detector activation, no fire - unintentional"
744,"Detector activation, no fire - unintentional"
745,"Alarm system activation, no fire - unintentional"
746,"Carbon monoxide detector activation, no CO"
75,Biohazard scare
751,"Biological hazard, malicious false report"
8,Severe Weather & Natural Disaster
800,"Severe weather or natural disaster, other"
811,Earthquake assessment
812,Flood assessment
813,"Wind storm, tornado/hurricane assessment"
814,Lightning strike (no fire)
815,Severe weather or natural disaster standby
9,Special Incident Type
90,"Special type of incident, other"
900,"Special type of incident, other"
91,Citizen complaint
911,Citizen complaint
UUU,Undetermined incident type (conversion only)
,
,AID GIVEN OR RECEIVED
1,Mutual aid received
2,Automatic aid received
3,Mutual aid given
4,Automatic aid given
5,Other aid given
N,None
,
,ACTIONS TAKEN
1,Fire Control or Extinguishment
10,"Fire control or extinguishment, other"
11,Extinguishment by fire service personnel
12,Salvage & overhaul
13,Establish fire lines (wildfire)
14,Contain fire (wildland)
15,Confine fire (wildland)
16,Control fire (wildland)
17,Manage prescribed fire (wildland)
2,Search & Rescue
20,"Search & rescue, other"
21,Search
22,"Rescue, remove from harm"
23,"Extricate, disentangle"
24,Recover body
3,EMS & Transport
30,"Emergency medical services, other"
31,Provide first aid & check for injuries
32,Provide basic life support (BLS)
33,Provide advanced life support (ALS)
34,Transport person
4,Hazardous Condition
40,"Hazardous condition, other"
41,"Identify, analyze hazardous materials"
42,"HazMat detection, monitoring, sampling, & analysis"
43,Hazardous materials spill control and confinement
44,Hazardous materials leak control & containment
45,Remove hazard
46,Decontaminate persons or equipment
47,Decontaminate occupancy or area
48,Remove hazardous materials
5,"Fires, Rescues & Hazardous Conditions"
50,"Fires, rescues & hazardous conditions, other"
51,Ventilate
52,Forcible entry
53,Evacuate area
54,Determine if materials are non-hazardous
55,Establish safe area
56,Provide air supply
57,Provide light or electrical power
58,Operate apparatus or vehicle
6,Systems & Services
60,"Systems and services, other"
61,Restore municipal services
62,Restore sprinkler or fire protection system
63,Restore fire alarm system
64,Shut down system
65,Secure property
66,Remove water
7,Assistance
70,"Assistance, other"
71,Assist physically disabled
72,Assist animal
73,Provide manpower
74,Provide apparatus
75,Provide equipment
76,Provide water
77,Control crowd
78,Control traffic
79,Assess severe weather or natural disaster damage
8,"Information, Investigation & Enforcement"
80,"Information, investigation & enforcement, other"
81,Incident command
82,Notify other agencies.
83,Provide information to public or media
84,Refer to proper authority
85,Enforce codes
86,Investigate
87,Investigate fire out on arrival
9,"Fill-in, Standby"
90,"Fill-in, standby, other"
91,Fill-in or moveup
92,Standby
93,Cancelled en route
00,"Action taken, other"
UU,Undetermined (conversion only)
,
,DETECTOR
1,Detector alerted occupants
2,Detector did not alert occupants
U,Unknown
,
,HAZARDOUS MATERIALS RELEASE
1,"Natural gas: slow leak, no evac. or HazMat actions"
2,Propane gas - Less than a 21 lb. tank
3,Gasoline - vehicle fuel tank or portable container
4,Kerosene - fuel-burning equipment/portable storage
5,Diesel fuel/fuel oil - vehicle fuel tank/portable
6,Household/office solvent or chemical spill
7,Motor oil - from engine or portable container
8,Paint - spills less than 55 gallons
0,Special HazMat actions required or spill >= 55 gal.
N,None
,
,MIXED USE PROPERTY
10,Assembly use
20,Educational use
33,Medical use
40,Residential use
51,Row of stores
53,Enclosed mall
58,Business and residential use
59,Office use
60,Industrial use
63,Military use
65,Farm use
00,"Mixed use, other"
NN,Not mixed use
,
,PROPERTY USE
1,Assembly
100,"Assembly, other"
110,"Fixed-use recreation places, other"
111,Bowling establishment
112,"Billiard center, pool hall"
113,Electronic amusement center
114,"Ice rink: indoor, outdoor"
115,Roller rink: indoor or outdoor
116,Swimming facility: indoor or outdoor
120,"Variable-use amusement, recreation places, other"
121,"Ballroom, gymnasium"
122,"Convention center, exhibition hall"
123,"Stadium, arena"
124,Playground
129,Amusement center: indoor/outdoor
130,"Places of worship, funeral parlors, other"
131,"Church, mosque, synagogue, temple, chapel"
134,Funeral parlor
140,"Clubs, other"
141,Athletic/health club
142,Clubhouse
143,Yacht Club
144,"Casino, gambling clubs"
150,"Public or government, other"
151,Library
152,Museum
154,"Memorial structure, including monuments & statues"
155,Courthouse
160,"Eating, drinking places, other"
161,Restaurant or cafeteria
162,Bar or nightclub
170,"Passenger terminal, other"
171,Airport passenger terminal
173,Bus station
174,Rapid transit station
180,"Studio/theater, other"
181,Live performance theater
182,"Auditorium, concert hall"
183,Movie theater
185,"Radio, television studio"
186,Film/movie production studio
2,Educational
200,"Educational, other"
210,"Schools, non-adult, other"
211,Preschool
213,"Elementary school, including kindergarten"
215,High school/junior high school/middle school
241,"Adult education center, college classroom"
250,"Day care, other (Conversion only)"
254,"Day care, in commercial property"
255,"Day care, in residence, licensed"
256,"Day care in residence, unlicensed."
3,"Health Care, Detention & Correction"
300,"Health care, detention, & correction, other"
311,"24-hour care Nursing homes, 4 or more persons"
321,Mental retardation/development disability facility
322,Alcohol or substance abuse recovery center
323,"Asylum, mental institution"
331,Hospital - medical or psychiatric
332,Hospices
340,"Clinics, doctors offices, hemodialysis cntr, other"
341,"Clinic, clinic-type infirmary"
342,"Doctor, dentist or oral surgeon office"
343,Hemodialysis unit
361,"Jail, prison (not juvenile)"
363,"Reformatory, juvenile detention center"
365,Police station
4,Residential
400,"Residential, other"
419,1 or 2 family dwelling
429,Multifamily dwelling
439,"Boarding/rooming house, residential hotels"
449,"Hotel/motel, commercial"
459,Residential board and care
460,"Dormitory-type residence, other"
462,"Sorority house, fraternity house"
464,"Barracks, dormitory"
5,"Mercantile, Business"
500,"Mercantile, business, other"
511,Convenience store
519,"Food and beverage sales, grocery store"
529,"Textile, wearing apparel sales"
539,"Household goods, sales, repairs"
549,Specialty shop
557,"Personal service, including barber & beauty shops"
559,"Recreational, hobby, home repair sales, pet store"
564,"Laundry, dry cleaning"
569,"Professional supplies, services"
571,"Service station, gas station"
579,"Motor vehicle or boat sales, services, repair"
580,"General retail, other"
581,Department or discount store
592,Bank
593,Office:  veterinary or research
596,Post office or mailing firms
599,Business office
6,"Industrial, Utility, Defense, Agriculture, Mining"
600,"Ind., utility, defense, agriculture, mining, other"
610,"Energy production plant, other"
614,Steam or heat-generating plant
615,Electric-generating plant
629,Laboratory or science laboratory
631,"Defense, military installation"
632,Flight control tower
635,Computer center
639,Communications center
640,"Utility or Distribution system, other"
642,Electrical distribution
644,"Gas distribution, gas pipeline"
645,"Flammable liquid distribution, F.L. pipeline"
647,Water utility
648,Sanitation utility
655,Crops or orchard
659,Livestock production
669,"Forest, timberland, woodland"
679,"Mine, quarry"
7,"Manufacturing, Processing"
700,"Manufacturing, processing"
8,Storage
800,"Storage, other"
807,Outside material storage area
808,Outbuilding or shed
816,"Grain elevator, silo"
819,"Livestock, poultry storage"
839,Refrigerated storage
849,Outside storage tank
880,"Vehicle storage, other"
881,"Parking garage, (detached residential garage)"
882,"Parking garage, general vehicle"
888,Fire station
891,Warehouse
898,"Dock, marina, pier, wharf"
899,Residential or self-storage units
9,Outside or Special Property
900,"Outside or special property, other"
919,"Dump, sanitary landfill"
921,"Bridge, trestle"
922,Tunnel
926,"Outbuilding, protective shelter"
931,Open land or field
935,Campsite with utilities
936,Vacant lot
937,Beach
938,Graded and cared-for plots of land
940,"Water area, other"
941,"Open ocean, sea or tidal waters"
946,"Lake, river, stream"
951,Railroad right-of-way
952,Railroad yard
960,"Street, other"
961,Highway or divided highway
962,"Residential street, road or residential driveway"
963,Street or road in commercial area
965,Vehicle parking area
972,Aircraft runway
973,Aircraft taxiway
974,Aircraft loading area
981,Construction site
982,Oil or gas field
983,"Pipeline, power line or other utility right-of-way"
984,Industrial plant yard - area
000,"Property Use, other"
NNN,None
UUU,Undetermined
,
,NAME PREFIX
MR,Mr.
MRS,Mrs.
MS,Ms.
DR,Doctor
REV,Reverend
,
,NAME SUFFIX
JR,Junior
SR,Senior
I,The First
II,The Second
III,The Third
IV,The Fourth
V,The Fifth
MD,Medical Doctor
DDS,Doctor of Dental Science
,End Basic Module; Begin Fire Module
,ON-SITE MATERIALS OR PRODUCTS
1,"Foods, Beverages, Agriculture"
100,"Foods, beverages, agriculture, other"
11,Food
110,"Food, other"
111,Baked goods
112,"Meat products, including poultry & fish"
113,Dairy products
114,"Produce, fruit, or vegetables"
115,"Sugar, spices"
116,Deli products
117,"Cereals, grains; packaged"
118,"Fat/cooking grease, including lard & animal fat"
12,Beverages
120,"Beverages, other"
121,Alcoholic beverage
122,Nonalcoholic beverage
13,Agriculture
130,"Agriculture, other"
131,"Trees, plants, flowers"
132,"Feed, grain, seed"
133,"Hay, straw"
134,"Crop, not grain"
135,Livestock
136,Pets
137,Pesticides
138,Fertilizer
2,Personal & Home Products
200,"Personal & home products, other"
21,Fabrics
210,"Fabrics, other"
211,"Curtains, drapes"
212,Linens
213,Bedding
214,"Cloth, yarn, dry goods"
22,Wearable products
220,"Wearable products, other"
221,Clothes
222,Footwear
223,Eyeglasses
225,"Perfumes, colognes, cosmetics"
226,Toiletries
23,Accessories
230,"Accessories, other"
231,"Jewelry, watches"
232,"Luggage, suitcases"
233,"Purses, satchels, briefcases, wallets, belts"
24,Furnishings
240,"Furnishings, other"
241,Furniture
242,"Beds, mattresses"
243,Clocks
244,Housewares
245,"Glass, ceramics, china, pottery, stoneware"
246,Silverware
3,Raw Materials
300,"Raw materials, other"
31,Wood
310,"Wood, other"
311,"Lumber, sawn wood"
312,Timber
313,Cork
314,Pulp
315,"Sawdust, wood chips"
32,Fibers
320,"Fibers, other"
321,Cotton
322,Wool
323,Silk
33,Animal skins
330,"Animal skins, other"
331,Leather
332,Fur
34,Other raw materials
341,Ore
342,Rubber
343,Plastics
344,Fiberglass
345,Salt
4,"Paper Products, Rope"
400,"Paper products, rope, other"
41,Paper products
410,"Paper products, other"
411,"Newspaper, magazines"
412,Books
413,Greeting cards
414,"Paper, rolled"
415,Cardboard
416,"Packaged paper products, including stationery"
417,Paper records or reports
42,"Rope, twine, cordage"
421,"Rope, twine, cordage"
5,"Flammables, Chemicals, Plastics,"
500,"Flammables, chemicals, plastics, other"
51,"Flammables, combustible liquids"
510,"Flammables, combustible liquids, other"
511,"Gasoline, diesel fuel"
512,"Flammable liquid, not gasoline"
513,"Combustible liquid, including heating oil"
514,Motor oil
515,"Heavy oils, grease, noncooking related"
516,Asphalt
517,"Adhesive, resin, tar"
52,Flammable gases
520,"Flammable gases, other"
521,Natural gas
522,"LP gas, butane, propane"
523,Hydrogen gas
53,"Solid fuel, coal type"
530,"Solid fuel, coal type, other"
531,Charcoal
532,Coal
533,Peat
534,Coke
54,"Chemicals, drugs"
540,"Chemicals, drugs, other"
541,Hazardous chemicals
542,Nonhazardous chemicals
543,Cleaning supplies
544,"Pharmaceuticals, drugs"
545,Illegal drugs
55,Radioactive materials
551,Radioactive materials
6,"Construction, Machinery, Metals"
600,"Construction, machinery, metals, other"
61,"Machinery, tools"
610,"Machinery, tools, other"
611,Industrial machinery
612,Machine parts
613,Tools (power and hand tools)
62,Construction supplies
620,"Construction supplies, other"
621,Hardware products
622,Construction and home improvement products
623,"Pipes, fittings"
624,Stone-working materials
625,Lighting fixtures and lamps
626,"Electrical parts, supplies, equipment"
627,Insulation
628,Abrasives
629,"Fencing, fence supplies"
63,Floor and wall coverings
630,"Floor and wall coverings, other"
631,"Carpets, rugs"
632,"Linoleum, tile"
633,Ceramic tile
634,Wallpaper
635,Paint
64,Metal products
640,"Metal products, other"
641,"Steel, iron products"
642,Nonferrous metal products
643,Combustible metals products
7,"Appliances, Electronics, Medical, Laboratory"
700,"Appliances, electronics, medical, laboratory, other"
71,"Appliances, electronics"
710,"Appliances, electronics, other"
711,Appliances
712,"Electronic parts, supplies, equipment"
713,Electronic media
714,"Photographic equipment, supplies, materials"
72,"Medical, laboratory products"
720,"Medical, laboratory products, other"
721,Dental supplies
722,Medical supplies
723,Optical products
724,Veterinary supplies
725,Laboratory supplies
8,"Vehicles, Vehicle Parts"
800,"Vehicles, other (Conversion only)"
81,Motor vehicles
810,"Motor vehicles and parts, other"
811,"Autos, trucks, buses, recreational vehicles"
812,Construction vehicles
813,"Motor vehicle parts, not including tires"
814,Tires
82,Watercraft
820,"Watercraft, other"
821,"Boats, ships"
83,Aircraft
830,"Aircraft, other"
831,"Planes, airplanes"
832,Helicopters
84,Rail
840,"Rail, other"
841,"Trains, light rail, rapid transit cars"
842,Rail equipment
85,Non-motorized vehicles
850,"Non-motorized vehicles, other"
851,"Bicycles, tricycles, unicycles"
9,Other Products
91,"Containers, packing materials"
910,"Containers, packing materials, other"
911,"Bottles, barrels, boxes"
912,Packing material
913,Pallets
92,Previously owned products
920,"Previously owned products, other"
921,Antiques
922,Collectibles
923,Used merchandise
93,"Ordnance, explosives, fireworks"
930,"Ordnance, explosives, fireworks, other"
931,Guns
932,Ammunition
933,Explosives
934,"Fireworks, commercially made"
935,"Rockets, missiles"
94,"Recreation, arts (products)"
940,"Recreation, arts products, other"
941,Musical instruments
942,"Hobby, crafts"
943,Art supply/artwork
944,Sporting goods
945,"Camping, hiking, outdoor products"
946,"Games, toys"
95,Mixed sales products
950,"Mixed sales products, other"
951,Office supplies
952,"Restaurant supplies, not including food"
96,Discarded material
960,"Discarded material, other"
961,Junkyard materials
962,Recyclable materials
963,"Trash, not recyclable"
000,"On-site materials, other"
NNN,None
UUU,Undetermined
,
,ON-SITE MATERIALS STORAGE USE
1,Bulk storage or warehousing
2,Processing or manufacturing
3,Packaged goods for sale
4,Repair or service
N,None
U,Undetermined
,
,AREA OF FIRE ORIGIN
0,Means of Egress
01,"Hallway corridor, mall"
02,"Exterior stairway, ramp, or fire escape"
03,Interior stairway or ramp
04,"Escalator: exterior, interior"
05,"Entranceway, lobby"
09,"Egress/exit, other"
1,"Assembly, Sales Areas (Groups of People)"
11,"Arena, assembly area w/ fixed seats - 100+ persons"
12,Assembly area without fixed seats - 100+ persons
13,Assembly area - less than 100 persons
14,"Common room, den, family room, living room, lounge"
15,"Sales area, showroom (excludes display window)"
16,"Art gallery, exhibit hall, library"
17,Swimming pool
10,"Assembly or sales area, other"
2,Function Areas
21,Bedroom - < 5 persons; included are jail or prison
22,Bedroom - 5+ persons; including barrack/dormitory
23,"Dining room, cafeteria, bar area, beverage service"
24,"Cooking area, kitchen"
25,"Bathroom, checkroom, lavatory, locker room"
26,"Laundry area, wash house (laundry)"
27,Office
28,"Personal service area, barber/beauty salon area"
20,"Function areas, other"
3,Technical Processing Areas
31,Laboratory
32,"Dark room, photography area, or printing area"
33,"Treatment - first aid area, surgery area"
34,"Surgery area - major operations, operating room"
35,"Computer room, control room or center"
36,"Stage area - performance, basketball court, boxing"
37,"Projection room, spotlight area"
38,"Processing/manufacturing area, workroom"
30,"Technical processing areas, other"
4,Storage Areas
41,"Storage room, area, tank, or bin"
42,Closet
43,Storage: supplies or tools; dead storage
44,"Records storage room, storage vault"
45,"Shipping/receiving area; loading area, dock or bay"
46,"Chute/container - trash, rubbish, waste"
47,"Vehicle storage area; garage, carport"
40,"Storage area, other"
5,Service Areas
51,Dumbwaiter or elevator shaft
52,"Conduit, pipe, utility, or ventilation shaft"
53,Light shaft
54,"Chute; laundry or mail, excluding trash chutes"
55,"Duct: hvac, cable, exhaust, heating, or AC"
56,Display window
57,Chimney (conversion only)
58,Conveyor
50,"Service facilities, other"
6,"Service, Equipment Areas"
61,Machinery room or area; elevator machinery room
62,"Heating room or area, water heater area"
63,"Switchgear area, transformer vault"
64,Incinerator area
65,"Maintenance shop or area, paint shop or area"
66,"Cell, test"
67,"Enclosure, pressurized air"
68,Enclosure with enriched oxygen atmosphere
60,"Equipment or service area, other"
7,Structural Areas
71,"Substructure area or space, crawl space"
72,"Exterior balcony, unenclosed porch"
73,"Ceiling and floor assembly, crawl space between stories"
